wage,exper,union,goodhlth,black,female,married,service,educ,looks,Cluster_Hierarchical,Cluster_KMeans
3.81,4,0,1,0,0,1,0,12,5,0,1
6.25,11,0,1,0,1,1,0,12,4,1,0
3.08,5,0,1,1,1,0,0,13,3,1,0
5.39,45,0,0,0,0,1,0,10,3,0,1
7.33,31,1,0,0,0,1,0,13,4,0,1
4.92,38,1,0,1,1,0,0,12,3,1,0
9.89,35,1,1,1,0,0,0,10,3,0,1
2.98,12,0,1,0,1,1,0,12,3,1,0
2.92,12,0,1,0,1,0,1,12,4,1,0
4.17,34,0,1,0,1,1,1,12,4,1,0
3.34,20,0,1,1,1,0,0,13,2,1,0
2.26,3,0,1,0,1,0,0,14,4,1,0
10.12,18,0,1,0,1,0,1,13,3,1,0
6.35,20,0,1,0,1,1,0,12,3,1,0
7.8,6,0,1,1,1,0,1,13,3,1,0
3.75,9,0,1,0,1,0,0,12,4,1,0
3.59,3,0,1,0,1,1,0,12,4,1,0
4.52,7,0,1,0,1,0,0,13,3,1,0
4.47,12,0,1,0,1,1,0,12,3,1,0
5.29,12,0,1,0,1,0,1,12,4,1,0
5.29,10,0,1,0,1,0,1,13,4,1,0
4.81,9,0,1,0,1,0,0,13,4,1,0
1.98,3,0,1,0,1,1,1,14,2,1,0
3.17,2,0,1,0,1,0,0,13,3,1,0
2.88,40,0,1,0,1,1,1,12,4,1,0
3.47,5,0,1,0,1,1,1,13,3,1,0
3.92,15,0,1,0,1,1,0,12,2,1,0
3.46,13,0,1,0,1,1,1,17,4,1,0
4.95,10,0,1,1,1,0,0,14,5,1,0
2.18,2,0,1,0,1,0,0,12,3,1,0
4.1,23,0,1,0,1,0,0,12,4,1,0
2.62,15,0,1,0,1,0,1,12,3,1,0
6.59,30,0,1,0,1,0,0,13,3,1,0
3.96,15,0,1,0,1,1,0,12,2,1,0
4.81,11,0,1,0,1,0,0,13,3,1,0
3.75,27,0,1,0,1,0,1,12,3,1,0
7.34,9,1,1,0,1,0,0,12,3,1,0
2.93,1,0,1,0,1,0,1,12,4,1,0
3.47,15,0,1,0,1,0,1,12,3,1,0
5.64,16,0,1,0,1,1,1,12,3,1,0
3.75,3,0,1,0,1,0,1,13,3,1,0
5.45,19,0,1,0,1,0,1,17,4,1,0
4.09,18,0,0,0,1,0,0,13,4,1,0
3.75,4,0,1,0,1,1,0,12,3,1,0
6.73,14,0,1,0,1,1,0,12,4,1,0
3.28,8,1,1,0,1,1,1,13,3,1,0
3.57,10,0,1,0,1,0,0,12,4,1,0
6.01,33,0,1,0,0,1,0,12,3,0,1
4.62,9,0,1,0,0,1,0,10,3,0,1
6.84,26,0,1,0,0,1,0,12,4,0,1
6.41,15,0,1,0,1,1,0,10,3,1,0
3.44,31,0,1,0,0,1,0,12,2,0,1
3.85,22,1,1,0,0,1,0,10,3,0,1
7.15,30,1,1,0,1,0,0,12,4,1,0
4.05,3,0,1,1,1,0,0,12,3,1,0
2.91,4,0,1,0,0,0,0,14,4,0,1
1.92,4,0,0,0,1,0,0,12,3,1,0
4.42,9,0,1,0,0,0,0,12,3,0,1
8.49,7,1,1,0,0,0,0,14,3,0,1
4.28,3,1,1,1,0,0,0,13,3,0,1
3.33,5,0,1,0,0,1,1,12,4,0,1
8.46,48,0,1,0,0,1,0,13,3,0,1
8.65,3,0,1,0,1,0,0,12,3,1,0
1.16,5,0,1,0,1,1,1,10,3,1,0
1.98,5,0,1,1,1,1,1,13,3,1,0
2.57,3,0,1,0,1,1,1,12,3,1,0
2.58,6,0,1,1,1,0,1,12,4,1,0
2.51,10,0,1,0,1,1,1,12,4,1,0
77.72,9,1,1,1,1,1,1,13,4,1,0
4.33,26,1,1,0,1,1,0,12,4,1,0
4.09,33,1,1,0,0,1,0,8,3,0,1
5.73,12,1,1,0,1,0,0,12,3,1,0
4.81,11,1,1,0,1,0,0,12,3,1,0
7.69,10,0,1,0,1,0,0,12,4,1,0
5.73,9,1,1,0,1,0,0,12,3,1,0
5.88,17,1,1,0,1,0,0,12,3,1,0
4.27,37,0,1,0,0,1,0,13,3,0,1
9.62,28,0,1,0,0,0,0,16,4,0,1
9.36,16,0,1,0,0,0,0,12,3,0,1
3.95,2,0,1,0,1,0,0,12,5,1,0
5.73,34,1,1,0,1,1,0,12,3,1,0
2.6,7,0,1,0,1,0,0,12,3,1,0
3.75,4,0,1,0,1,0,0,12,4,1,0
5.61,12,0,1,0,1,1,1,14,4,1,0
5.73,20,0,1,0,1,1,0,13,3,1,0
3.85,17,0,1,0,1,1,0,12,3,1,0
2.88,0,0,1,0,1,0,1,12,2,1,0
2.75,7,0,1,0,1,0,0,12,4,1,0
11.57,13,0,1,0,0,0,0,13,4,0,1
4.33,4,0,1,1,1,0,1,13,3,1,0
2.75,3,0,1,0,1,1,0,12,3,1,0
5.34,5,0,1,0,1,0,0,10,3,1,0
6.56,19,0,1,0,0,1,0,12,3,0,1
4.68,12,0,1,0,0,1,0,13,3,0,1
1.98,10,0,1,0,1,1,0,12,2,1,0
7.96,18,1,1,0,0,1,0,12,3,0,1
4.87,18,0,1,0,1,1,0,13,2,1,0
3.16,44,1,1,0,1,1,0,10,3,1,0
6.25,5,0,1,0,0,0,0,12,3,0,1
3.0,18,0,1,0,1,1,0,13,4,1,0
3.75,12,1,1,0,1,0,0,12,4,1,0
3.75,6,0,1,0,1,1,0,12,4,1,0
6.54,13,0,1,1,1,0,1,13,4,1,0
4.19,10,0,1,0,0,1,0,13,3,0,1
5.37,20,0,1,0,0,1,0,12,2,0,1
2.14,32,0,1,0,1,0,1,16,5,1,0
4.81,32,0,1,0,1,1,0,12,3,1,0
3.53,8,0,1,0,1,1,0,12,3,1,0
4.33,25,0,1,0,1,0,1,12,3,1,0
6.13,18,1,1,0,0,1,0,12,3,0,1
8.79,31,1,0,0,0,1,1,12,2,0,1
8.21,30,1,1,0,0,1,0,12,3,0,1
2.39,8,0,1,0,0,1,0,10,3,0,1
4.58,18,0,1,0,0,1,0,12,4,0,1
6.97,16,0,1,0,0,1,0,13,3,0,1
10.12,29,1,1,0,0,1,0,12,3,0,1
3.75,30,0,1,0,0,1,0,12,2,0,1
3.52,8,0,1,0,0,0,0,12,2,0,1
8.41,22,0,1,0,0,1,0,10,3,0,1
7.96,15,0,1,0,0,1,0,12,5,0,1
8.24,20,1,1,0,0,1,0,12,2,0,1
3.22,18,0,1,0,0,1,0,12,3,0,1
7.96,36,0,1,0,0,1,0,8,3,0,1
8.65,11,1,1,0,0,0,0,12,4,0,1
4.27,3,0,1,1,0,0,0,10,3,0,1
12.66,22,1,1,0,0,1,0,12,5,0,1
7.96,16,1,1,0,0,1,0,10,3,0,1
3.49,44,0,1,0,0,1,0,10,3,0,1
10.12,20,0,1,0,0,0,0,13,2,0,1
3.08,5,0,1,0,0,1,0,13,4,0,1
7.96,8,1,1,0,0,1,0,12,3,0,1
2.75,2,0,1,0,0,0,0,12,4,0,1
3.39,10,0,1,0,0,1,0,10,3,0,1
5.49,7,0,1,0,0,1,0,12,2,0,1
4.27,11,0,1,0,0,1,0,12,3,0,1
5.71,18,1,1,0,0,1,0,12,3,0,1
3.46,8,0,1,0,1,1,0,14,2,1,0
15.38,37,0,1,0,0,1,0,12,3,0,1
8.41,12,0,1,0,0,0,0,13,3,0,1
10.12,11,0,1,0,0,1,0,12,3,0,1
3.85,7,0,1,0,0,1,0,12,4,0,1
4.62,23,0,1,0,0,1,1,12,4,0,1
3.41,5,0,1,0,0,1,1,12,3,0,1
10.58,22,1,1,0,0,1,0,12,4,0,1
10.1,35,1,1,0,0,0,0,13,3,0,1
7.96,6,0,1,0,0,1,0,13,3,0,1
6.81,14,0,1,0,0,1,0,8,4,0,1
7.21,37,1,1,0,0,1,0,12,3,0,1
6.41,32,1,1,0,0,1,0,8,3,0,1
4.77,30,1,1,0,0,1,0,10,3,0,1
6.05,10,1,1,0,0,1,0,13,3,0,1
3.75,9,1,1,0,0,1,0,10,2,0,1
9.16,14,1,1,0,0,1,0,13,3,0,1
3.33,19,0,1,0,0,1,0,10,3,0,1
4.77,6,1,1,0,0,1,0,14,3,0,1
5.79,28,0,1,0,0,1,0,12,2,0,1
3.96,10,0,1,0,1,0,0,16,3,1,0
6.41,37,1,1,0,0,1,0,12,2,0,1
5.55,41,1,1,0,0,1,0,12,3,0,1
12.74,18,1,0,0,0,1,0,10,3,0,1
7.69,14,0,1,0,0,0,0,13,4,0,1
8.17,12,1,1,0,0,0,0,16,3,0,1
6.4,26,0,1,0,0,1,0,12,3,0,1
3.57,19,0,1,1,1,1,0,12,3,1,0
6.59,22,0,1,0,0,0,0,10,4,0,1
7.69,27,0,1,0,0,1,0,12,3,0,1
10.26,27,0,1,1,0,0,0,12,3,0,1
7.08,25,0,1,0,0,1,0,10,3,0,1
10.42,10,0,1,0,0,1,0,12,3,0,1
8.08,7,0,1,0,0,1,0,12,3,0,1
4.95,7,0,1,0,0,0,0,13,4,0,1
9.81,24,0,1,0,0,1,0,13,3,0,1
5.77,10,0,1,0,0,0,0,12,4,0,1
4.81,3,0,1,0,0,0,0,12,4,0,1
11.95,28,0,1,0,0,1,0,14,3,0,1
6.12,23,0,1,0,0,1,0,12,4,0,1
4.58,37,0,1,0,0,0,0,12,4,0,1
2.26,18,0,0,0,1,1,0,10,2,1,0
4.37,5,0,1,0,0,1,0,12,3,0,1
7.71,42,0,1,0,0,1,0,8,2,0,1
7.96,20,0,1,0,1,0,0,13,3,1,0
8.93,33,0,1,0,0,0,0,12,3,0,1
12.27,25,0,0,0,0,1,0,10,3,0,1
5.73,14,1,1,0,1,1,0,12,4,1,0
7.26,10,0,1,0,0,1,0,13,4,0,1
4.73,21,0,1,0,0,1,0,5,2,0,1
5.38,8,0,1,0,0,1,0,12,3,0,1
9.0,42,0,1,0,0,1,0,12,4,0,1
4.91,10,0,1,0,0,1,0,12,4,0,1
14.31,40,1,1,0,0,1,0,10,2,0,1
9.74,13,0,1,0,0,1,0,12,4,0,1
4.13,39,0,1,0,0,1,0,12,3,0,1
3.75,9,0,1,0,0,1,0,13,3,0,1
5.26,26,0,1,0,0,1,0,12,2,0,1
21.74,24,1,1,0,0,1,0,12,3,0,1
8.81,14,1,1,0,0,1,0,12,3,0,1
8.17,12,1,1,0,0,1,0,13,4,0,1
7.5,35,1,1,0,0,1,0,12,4,0,1
3.42,14,0,0,0,0,1,0,12,3,0,1
8.89,18,1,1,0,0,1,0,12,3,0,1
4.16,32,0,1,0,0,1,0,13,3,0,1
8.17,23,1,1,0,0,1,0,12,3,0,1
8.12,22,0,1,0,0,1,0,12,3,0,1
10.12,29,0,1,0,0,1,0,12,3,0,1
12.5,30,1,1,0,0,1,0,13,3,0,1
4.33,15,0,1,0,0,0,1,8,2,0,1
5.2,10,0,1,0,0,0,1,12,4,0,1
9.62,12,0,1,0,0,1,1,10,4,0,1
16.03,25,0,1,0,0,1,1,10,3,0,1
9.28,29,0,1,0,0,1,1,12,3,0,1
2.81,40,0,0,0,0,1,0,8,2,0,1
7.21,34,0,1,1,0,1,0,5,3,0,1
8.0,18,0,1,0,0,1,1,12,3,0,1
10.99,22,1,0,0,0,1,0,12,3,0,1
4.47,12,0,1,0,0,1,0,12,2,0,1
7.07,10,0,1,0,0,1,1,12,3,0,1
1.66,15,0,1,0,0,1,1,12,4,0,1
7.93,39,1,1,0,0,1,0,12,1,0,1
5.23,18,1,1,0,0,0,0,12,3,0,1
7.96,18,1,1,0,0,1,0,10,3,0,1
7.03,16,1,1,0,0,1,0,12,2,0,1
3.75,18,0,1,0,0,1,1,8,3,0,1
5.29,4,0,1,0,0,0,0,13,3,0,1
4.46,4,0,1,0,0,0,0,13,3,0,1
7.96,39,0,1,0,0,1,1,13,3,0,1
5.45,16,0,1,0,0,1,0,12,3,0,1
6.87,23,0,1,0,0,1,1,12,3,0,1
10.3,14,1,1,0,0,1,0,17,4,0,1
8.01,12,0,1,0,0,1,0,16,3,0,1
6.25,40,0,1,0,0,1,0,13,3,0,1
7.96,44,1,1,0,0,1,0,10,3,0,1
3.93,8,0,1,0,0,1,0,13,3,0,1
7.75,23,1,1,0,0,1,0,5,3,0,1
4.3,11,1,1,0,0,0,0,12,2,0,1
4.9,8,1,1,0,0,1,0,12,3,0,1
5.56,45,0,1,0,0,1,0,10,3,0,1
5.73,19,0,1,0,0,1,0,12,3,0,1
5.7,19,0,1,0,0,1,1,13,4,0,1
4.57,7,0,1,0,0,0,0,12,2,0,1
4.15,8,0,1,0,0,1,0,13,4,0,1
4.71,34,0,1,0,0,1,0,12,3,0,1
7.21,20,0,1,0,0,1,0,12,4,0,1
7.04,12,1,1,0,0,0,0,13,3,0,1
1.48,13,0,1,0,0,0,1,12,2,0,1
3.37,13,1,0,0,1,1,0,12,4,1,0
9.62,4,1,1,0,0,0,0,12,3,0,1
3.75,3,0,1,0,0,0,0,12,4,0,1
7.14,17,1,1,0,0,1,0,12,4,0,1
6.99,10,0,1,0,0,1,1,13,4,0,1
8.46,26,1,1,0,0,1,0,10,3,0,1
4.76,12,0,1,0,0,1,0,16,3,0,1
3.9,2,0,1,1,1,0,0,13,4,1,0
5.77,11,0,1,0,0,1,1,14,4,0,1
8.74,19,0,1,0,0,1,1,12,4,0,1
6.56,4,0,1,0,0,0,0,16,4,0,1
4.24,9,0,1,0,0,0,0,13,3,0,1
4.09,15,0,1,0,0,1,1,12,4,0,1
20.99,25,0,1,0,0,1,0,10,3,0,1
7.69,7,0,1,0,0,1,0,12,3,0,1
4.58,29,1,1,0,0,1,0,12,3,0,1
6.49,28,1,0,0,0,1,0,12,3,0,1
12.82,3,1,1,0,0,1,0,12,3,0,1
9.62,9,1,1,0,0,1,0,13,3,0,1
8.89,42,1,1,0,0,1,0,12,3,0,1
10.58,17,1,1,0,0,1,0,12,3,0,1
7.21,29,0,1,0,0,0,0,5,3,0,1
1.65,7,0,1,0,0,0,0,10,2,0,1
10.58,15,1,1,0,0,1,0,12,4,0,1
3.04,15,1,1,0,0,1,0,12,3,0,1
4.55,43,0,1,0,0,1,1,10,3,0,1
7.69,44,1,1,0,0,1,0,10,3,0,1
3.0,11,0,1,0,0,1,1,13,3,0,1
12.02,31,1,1,0,0,1,0,12,4,0,1
5.99,21,1,1,0,0,1,0,14,3,0,1
8.94,35,1,1,0,0,1,0,13,3,0,1
4.0,7,0,1,0,0,0,0,10,4,0,1
1.98,3,1,1,0,0,0,0,12,3,0,1
1.27,0,0,1,0,1,0,0,10,4,1,0
5.57,10,0,1,0,0,1,1,5,3,0,1
7.36,39,0,1,0,0,1,0,12,2,0,1
3.08,5,0,1,0,0,1,0,12,3,0,1
9.64,36,1,1,0,0,1,0,10,3,0,1
5.09,18,0,1,0,0,1,1,10,3,0,1
10.12,17,1,1,0,0,1,0,10,3,0,1
9.62,40,1,1,1,0,0,0,8,3,0,1
5.77,5,1,1,0,0,1,0,12,3,0,1
8.32,26,1,1,0,0,0,0,12,4,0,1
5.73,34,1,1,0,0,1,0,12,2,0,1
5.73,11,0,1,0,0,1,0,12,3,0,1
7.21,43,1,1,0,0,1,0,10,3,0,1
8.78,24,1,1,0,0,1,0,12,3,0,1
7.96,15,1,1,0,0,1,0,13,3,0,1
9.62,11,1,1,0,0,1,0,12,3,0,1
7.45,38,1,1,0,0,1,0,12,3,0,1
18.46,20,1,1,0,0,1,0,12,3,0,1
8.85,9,1,1,0,0,1,0,12,4,0,1
8.0,7,0,1,0,0,0,0,10,3,0,1
5.73,47,0,1,0,0,1,0,10,3,0,1
10.61,17,1,1,0,0,1,0,13,3,0,1
6.84,45,1,1,0,0,1,0,13,3,0,1
7.78,9,1,1,0,0,1,0,12,4,0,1
4.21,18,0,1,0,0,0,0,10,3,0,1
10.12,28,1,1,0,0,1,0,12,3,0,1
5.56,10,0,1,0,0,1,0,13,1,0,1
5.77,24,0,1,0,0,0,0,10,2,0,1
3.85,14,0,1,0,0,1,0,12,3,0,1
4.33,31,0,1,0,0,0,0,8,3,0,1
4.09,3,0,1,1,1,0,0,10,3,1,0
7.69,9,1,0,0,0,1,0,12,1,0,1
6.98,38,1,1,0,0,1,0,14,3,0,1
5.69,35,1,1,0,1,1,0,8,3,1,0
1.2,5,0,1,0,1,1,0,12,3,1,0
7.48,3,1,1,0,0,0,0,16,3,0,1
3.13,5,0,1,1,1,1,0,12,4,1,0
5.61,13,0,1,0,0,1,0,12,3,0,1
3.27,4,0,1,0,1,0,0,12,3,1,0
6.25,10,1,1,0,0,1,0,12,4,0,1
7.69,10,1,1,0,0,1,0,13,4,0,1
4.0,23,1,1,0,1,0,0,12,2,1,0
4.66,38,0,1,0,1,0,0,10,4,1,0
3.82,4,0,1,0,0,1,0,10,3,0,1
5.24,13,1,1,0,0,1,0,12,4,0,1
5.13,35,1,0,0,1,1,0,10,3,1,0
3.37,2,1,1,0,1,0,0,12,2,1,0
6.41,5,1,1,0,1,0,0,13,2,1,0
4.81,13,1,1,0,1,1,0,12,3,1,0
5.61,25,1,1,0,0,1,0,13,4,0,1
7.97,9,1,1,0,0,1,0,13,4,0,1
3.75,20,0,1,0,1,1,0,13,2,1,0
5.15,10,1,1,0,1,1,0,10,4,1,0
5.77,17,1,1,0,0,1,0,12,4,0,1
4.94,46,1,1,0,0,1,0,12,3,0,1
3.75,3,0,1,0,0,0,0,12,3,0,1
1.98,23,0,1,0,0,1,0,10,4,0,1
2.52,3,0,1,0,1,0,0,8,4,1,0
2.93,42,0,1,1,1,0,0,12,3,1,0
5.09,35,1,1,0,0,1,0,5,3,0,1
2.4,4,0,1,0,0,0,0,13,4,0,1
4.87,12,1,1,0,0,0,0,10,3,0,1
6.59,20,0,1,1,0,1,0,13,3,0,1
1.2,4,0,1,0,1,1,0,12,3,1,0
3.33,8,0,1,0,1,0,0,12,4,1,0
1.96,1,0,1,0,1,0,0,13,2,1,0
2.73,41,0,1,0,0,1,0,8,1,0,1
2.63,0,1,1,0,1,1,0,10,2,1,0
3.75,1,0,1,0,0,0,0,10,3,0,1
3.08,8,1,1,1,1,1,1,10,3,1,0
4.27,44,0,0,0,0,1,1,12,4,0,1
4.5,11,0,1,0,0,1,0,8,4,0,1
5.53,8,0,1,0,0,1,0,12,2,0,1
4.09,5,1,1,1,0,1,0,12,4,0,1
4.55,5,0,1,0,0,1,0,12,3,0,1
18.74,7,0,0,0,0,1,0,10,2,0,1
4.12,12,0,1,0,0,1,0,16,3,0,1
5.77,20,1,0,0,0,1,0,5,4,0,1
4.81,3,1,1,0,0,0,0,12,3,0,1
5.77,6,0,1,0,0,1,0,12,3,0,1
4.81,42,1,1,0,1,1,0,5,3,1,0
8.65,22,1,1,0,0,1,0,12,3,0,1
1.92,3,0,1,0,1,1,0,10,4,1,0
5.93,29,0,0,0,0,1,0,8,4,0,1
6.01,8,1,1,0,0,1,0,12,3,0,1
3.35,4,0,1,0,0,0,0,12,3,0,1
6.01,32,0,1,0,0,1,0,8,3,0,1
2.96,2,1,1,0,0,0,0,12,4,0,1
10.82,24,0,1,0,0,1,0,16,3,0,1
4.81,23,0,1,0,0,1,0,12,4,0,1
8.79,40,0,1,0,0,1,0,12,3,0,1
11.6,14,1,0,0,0,1,0,12,3,0,1
4.81,5,1,1,0,0,0,0,12,4,0,1
3.75,44,1,1,0,0,1,0,8,4,0,1
5.29,12,1,1,0,0,1,0,16,4,0,1
6.5,9,1,1,0,0,1,0,12,3,0,1
5.82,30,1,1,0,0,1,0,10,4,0,1
1.79,2,1,1,0,0,0,0,12,3,0,1
4.28,3,1,1,0,0,0,0,12,4,0,1
1.98,25,0,0,0,1,1,0,10,3,1,0
2.31,9,0,1,0,1,1,0,12,3,1,0
3.5,10,1,1,1,1,1,0,10,3,1,0
4.37,2,0,1,0,1,1,0,12,3,1,0
2.26,23,1,0,0,1,1,0,8,3,1,0
3.75,19,0,1,0,1,0,0,10,2,1,0
3.75,34,0,0,0,1,1,0,12,3,1,0
2.64,8,0,1,0,1,1,0,12,4,1,0
2.26,21,1,1,0,1,0,0,10,3,1,0
1.83,11,0,0,0,1,1,0,10,4,1,0
2.88,20,0,0,0,1,0,0,13,3,1,0
1.98,10,0,0,0,1,0,0,5,3,1,0
1.98,27,0,0,0,1,1,0,10,2,1,0
1.98,25,0,1,0,1,1,0,8,3,1,0
3.37,9,0,1,0,1,1,0,10,2,1,0
1.98,19,1,1,0,1,0,0,8,3,1,0
1.92,26,0,0,0,1,1,0,5,3,1,0
3.37,11,0,1,0,1,1,0,10,3,1,0
3.75,36,1,1,0,0,1,0,5,4,0,1
3.75,6,0,1,0,1,1,0,12,4,1,0
6.59,33,0,1,0,0,1,0,12,3,0,1
3.75,35,0,1,1,0,1,0,10,3,0,1
7.96,42,0,0,0,0,1,0,10,3,0,1
3.75,28,0,1,0,0,1,1,12,2,0,1
6.61,11,1,1,0,0,1,0,12,3,0,1
8.65,42,1,1,1,0,1,0,10,3,0,1
5.02,33,0,1,0,0,1,0,12,2,0,1
11.54,42,1,1,0,0,0,0,10,3,0,1
5.9,25,0,1,0,0,1,0,12,3,0,1
3.75,6,0,1,1,0,1,0,8,3,0,1
8.7,41,1,1,0,0,1,0,12,4,0,1
21.54,34,0,1,0,0,1,0,12,3,0,1
3.27,27,0,0,0,1,1,0,12,3,1,0
3.3,17,0,1,0,1,0,0,10,3,1,0
5.49,44,1,1,0,0,1,0,12,3,0,1
2.4,42,1,1,0,1,0,0,10,3,1,0
4.09,1,1,1,0,0,0,0,12,3,0,1
1.98,35,0,1,1,0,1,0,5,4,0,1
7.21,42,1,1,0,0,1,0,10,3,0,1
8.5,4,1,1,0,0,1,0,16,3,0,1
1.98,1,0,1,0,1,1,0,8,3,1,0
7.18,18,1,1,0,0,1,0,10,3,0,1
4.81,6,0,1,0,0,1,0,16,5,0,1
5.24,15,1,1,0,0,1,0,12,3,0,1
9.13,24,0,1,0,0,1,0,12,4,0,1
3.75,25,0,1,0,1,1,0,12,3,1,0
7.69,40,1,1,1,0,0,0,12,4,0,1
8.6,31,1,1,1,0,1,0,5,4,0,1
5.29,20,0,1,0,0,1,0,10,2,0,1
2.4,0,1,0,0,0,0,0,8,2,0,1
3.21,5,0,0,0,0,1,0,12,3,0,1
6.67,15,1,1,0,1,1,0,10,2,1,0
3.85,5,1,1,1,0,1,0,13,4,0,1
8.49,36,0,1,0,0,1,0,12,3,0,1
7.21,18,1,1,0,0,1,0,10,2,0,1
3.33,22,0,1,0,0,1,1,13,2,0,1
4.27,2,1,1,0,1,0,0,12,3,1,0
2.88,4,0,1,0,0,0,0,13,4,0,1
4.09,10,0,1,0,0,1,0,12,2,0,1
2.75,36,0,1,1,1,1,0,10,3,1,0
4.12,9,1,1,1,1,0,0,8,4,1,0
9.62,15,1,1,0,0,1,0,12,4,0,1
5.53,5,0,1,0,0,1,0,12,3,0,1
4.01,5,0,1,0,1,1,0,13,3,1,0
3.41,4,0,1,0,0,1,0,14,3,0,1
6.92,3,0,1,0,0,1,0,12,3,0,1
3.75,12,0,0,1,1,1,0,12,3,1,0
7.96,5,1,1,0,0,0,0,12,4,0,1
3.75,6,1,1,1,1,1,0,8,4,1,0
4.28,7,1,1,0,1,0,0,12,3,1,0
2.31,35,1,1,0,0,1,0,5,1,0,1
3.8,15,1,0,0,1,1,0,12,3,1,0
4.09,5,0,1,0,0,0,0,12,3,0,1
3.85,12,1,1,0,1,1,0,12,3,1,0
3.75,23,1,1,0,1,1,0,10,2,1,0
3.0,10,1,1,1,0,0,0,12,4,0,1
3.96,1,1,1,1,0,0,0,16,3,0,1
8.55,20,1,1,0,0,1,0,12,3,0,1
3.75,14,1,1,1,0,1,0,10,4,0,1
6.0,1,0,1,0,0,1,0,8,3,0,1
4.81,6,1,1,0,0,1,0,12,2,0,1
2.5,26,0,1,0,0,1,0,12,3,0,1
4.32,18,1,1,1,1,0,0,10,3,1,0
1.27,4,0,1,0,0,0,0,12,3,0,1
5.77,13,1,1,0,1,1,0,12,2,1,0
4.2,33,1,1,0,0,1,0,10,2,0,1
13.74,28,1,1,0,0,1,0,12,3,0,1
2.56,4,0,1,0,0,1,0,16,3,0,1
5.13,42,1,1,0,0,1,0,13,4,0,1
7.21,39,1,1,0,0,1,0,5,3,0,1
4.24,7,0,1,0,0,1,1,13,3,0,1
4.1,38,0,1,0,0,1,0,12,2,0,1
8.5,19,1,1,0,0,1,0,12,3,0,1
5.94,29,1,1,0,0,1,0,12,3,0,1
10.54,35,1,1,1,0,1,0,10,3,0,1
3.5,18,0,1,0,0,1,0,10,3,0,1
5.95,8,1,1,0,0,1,0,13,3,0,1
8.89,20,1,1,0,0,1,0,13,4,0,1
5.73,34,1,1,0,0,1,0,5,2,0,1
1.05,29,0,1,1,0,1,0,5,3,0,1
3.85,8,1,1,0,0,1,0,13,4,0,1
2.88,4,0,1,0,0,0,0,12,3,0,1
8.44,15,1,1,0,0,1,0,12,4,0,1
3.61,6,0,1,0,0,0,0,12,5,0,1
5.77,20,1,1,0,0,0,0,12,3,0,1
3.33,35,1,1,1,0,1,0,8,3,0,1
7.96,44,0,0,0,0,1,0,5,2,0,1
4.49,17,1,1,0,0,1,0,10,5,0,1
2.38,3,0,1,0,0,0,0,13,4,0,1
5.08,40,1,1,0,0,1,0,12,3,0,1
5.31,18,0,1,0,0,1,0,12,4,0,1
5.31,23,1,1,0,0,0,0,12,3,0,1
6.54,10,0,1,0,0,1,0,10,4,0,1
7.43,18,1,1,1,0,0,0,10,3,0,1
5.29,42,1,1,0,0,1,0,12,3,0,1
11.09,38,1,1,0,0,1,0,8,3,0,1
3.33,5,0,1,1,0,0,0,13,4,0,1
3.27,25,0,1,0,0,1,0,8,2,0,1
3.85,26,1,1,0,0,1,0,8,2,0,1
8.04,11,0,1,0,0,1,0,12,3,0,1
4.62,16,0,1,0,0,1,0,10,3,0,1
7.96,40,1,1,0,0,1,0,5,4,0,1
4.85,7,0,1,0,0,1,0,12,4,0,1
6.97,17,0,1,0,0,0,0,12,3,0,1
4.81,44,0,1,0,0,1,0,12,3,0,1
3.02,6,0,0,0,0,1,0,12,3,0,1
3.98,8,0,1,0,0,1,0,12,3,0,1
5.56,31,0,1,0,0,0,0,12,3,0,1
7.32,26,1,1,0,0,1,0,12,3,0,1
7.69,20,1,1,0,0,1,0,10,3,0,1
6.29,22,0,1,0,0,1,0,13,2,0,1
9.62,11,1,1,0,0,1,0,12,3,0,1
7.63,8,0,1,0,0,1,0,13,4,0,1
4.29,40,1,1,0,0,1,0,5,3,0,1
25.64,13,0,1,0,0,1,0,10,3,0,1
4.24,3,0,1,0,0,0,0,12,4,0,1
3.87,10,0,1,0,0,1,0,12,4,0,1
5.73,18,1,1,0,0,1,0,10,3,0,1
3.5,5,0,1,0,1,1,0,12,3,1,0
5.05,16,1,1,1,0,1,0,10,3,0,1
7.96,10,1,1,0,0,1,0,12,3,0,1
7.96,10,1,1,0,0,1,0,12,4,0,1
3.41,3,1,1,0,0,0,0,12,3,0,1
5.73,40,1,1,0,0,0,0,8,3,0,1
8.89,35,0,1,0,0,1,0,12,3,0,1
4.81,28,1,1,0,0,1,0,10,3,0,1
4.81,16,0,1,0,0,1,0,14,3,0,1
3.75,19,0,1,1,0,0,0,12,3,0,1
13.41,11,1,1,0,0,1,0,10,4,0,1
5.09,10,0,1,0,0,1,0,12,2,0,1
2.88,4,1,1,1,0,0,0,12,4,0,1
3.21,2,0,1,1,0,0,0,14,4,0,1
4.55,5,0,1,0,0,0,0,12,3,0,1
5.77,31,1,1,0,0,0,0,10,2,0,1
8.85,28,1,1,0,0,1,0,14,3,0,1
4.41,9,1,1,0,0,1,0,10,3,0,1
4.27,12,0,1,0,0,1,0,13,3,0,1
10.12,17,0,1,0,0,1,0,13,3,0,1
5.29,37,0,1,1,0,1,0,13,3,0,1
5.73,35,1,1,0,0,1,0,8,2,0,1
